Job Title,Job Description
Senior Data Scientist,"My client requires a data scientist to maintain and enhance the existing property automated valuation model derived from deeds data as well as credit bureau consumer and business payment behaviour and scoring models.

Need a strong candidate with a min of 3 years experience as a Data Scientist.

Degree is essential send your transcripts with your Cv.

If you are looking for top notch technologies and projects send your CV to marinda@prrrecruitment.co.za

This position is URGENT!"
Applied Scientist - EC2 Placement,"
Master's degree in a quantitative field or equivalent contribution and experience
At least 4 years of hands-on work experience in data science
Experience with Python and tools/frameworks in the analytics/ML ecosystem (e.g. numpy, pandas, matplotlib, SciPy stack) and working in Jupyter notebooks
Experience in training co-workers

The EC2 Placement Team in Cape Town is looking for an Applied Scientist to help us solve some of the most interesting problems in the Amazon Elastic Compute Cloud (EC2) space.

Our services match our customers' instance requests to physical servers in our data-centers. This is a multi-dimensional optimization problem with massive customer and business impacts, and an incredible opportunity to work on cutting-edge problems at significant scale, and to build and own novel optimization systems.

Our team is dedicated in supporting new team members with a welcoming inclusive approach. We are a team that strives to grow each other in our careers through mentoring. Our team invent, design and build software that is stable and performant. We write and support code that is easy to understand with solutions that are pragmatic. We do this by keeping a high bar in code reviews that we take seriously. We believe good code reviews raise quality and a mechanism to instill high standards for growth.

We care about career growth. We follow a DevOps model and we try and assign projects and tasks based on what will help each team member develop into a more well rounded engineer that will enable them to take on more complex tasks in the future. As an Amazonian, you’ll enjoy interacting with some of the most talented engineers in our industry through breakfast talks and demos, internal communities and extensive training material that span all aspects of our business. Engineers in our teams have a strong sense of ownership and drive to innovate and have resounding impact in how we develop and deliver software at such a large scale.

This position involves on-call responsibilities. This is typically once every 6 weeks. We don’t like to be paged unnecessarily and we strive to keep this down and ensure our systems are fault tolerant. Our team values work-life balance and respect each others time.
We are looking for a new teammate who is enthusiastic, curious, empathic, motivated and reliable. We are just starting to scratch the surface of the opportunity in front of us and if this sounds like a place for you; come build with us.


Experience working with large-scale distributed systems and data infrastructure
Experience deploying and managing Machine Learning models into a high-scale production environment
Experience working with AWS
Project management experience desired for working on cross-functional project.

Amazon is an equal opportunities employer, and we value your passion to discover, invent, simplify and build. We welcome applications from all members of society irrespective of age, sex, disability, sexual orientation, race, religion or belief. Amazon is strongly committed to diversity within its community and especially welcomes applications from South African citizens who are members of designated groups who may contribute to Employment Equity within the workplace and the further diversification of ideas. In this regard, the relevant laws and principles associated with Employment Equity will be considered when appointing potential candidates. We are required by law to verify your ability to work lawfully in South Africa. Amazon requires that you submit a copy of either your identity document or your passport and any applicable work permit if you are a foreign national, along with an updated curriculum vitae."
Lead Data Scientist,"THE ROLE

We are looking for a Lead Data Scientist....... this person will be responsible for the development and hands-on implementation of the data analytics strategy. This includes data preparation & exploration, building machine learning models, deploying the solutions, and maintaining them thereafter.

The work does not only entail ad hoc analysis, but also requires the person to build and deploy models into a production environment alongside existing systems. Additionally, publishing and communicating analyses as reports or dashboards will also be expected.

Stakeholder engagement is important. This person will typically lead a team of diverse individuals in support of the data analytics strategy.

SKILLS AND EXPERIENCE

Good programming skills in both Python and SQL.
An ability to engineer cloud-first solutions in the Amazon Web Services cloud, with specific emphasis on services related to the hosting of analytical solutions.
An ability to lead a data science team.
A relevant background and practical experience in machine learning and advanced analytics, beyond tutorials and trivial problems.
An understanding of the software development process, with proficiency in Git for version control and build & deployment pipelines in GitLab.
An ability to create reports and dashboards to communicate data & analysis results, using a variety of technologies, such as Microsoft Power BI."
IBM Research Internship (PhD & Msc only),"Introduction
IBM Research Scientists are charting the future of Artificial Intelligence, creating breakthroughs in quantum computing, discovering how blockchain will reshape the enterprise, and much more. Join a team that is dedicated to applying science to some of today's most complex challenges, whether it’s discovering a new way for doctors to help patients, teaming with environmentalists to clean up our waterways or enabling retailers to personalize customer service.

Your Role and Responsibilities

IBM Research is one of the world’s largest and most influential corporate research labs, with an unmatched investment in research and core science, and a commitment to invent the future of technology by making scientific breakthroughs that will transform industry and society. We innovate and imagine the future and have a strong commitment to develop the next generation of top research talent. We host many scientists, visiting academics and students in the belief that it takes broad collaboration between the brightest minds to create innovations that make the world work better.

With the IBM Research Africa internship initiative, we are reaching out to outstanding young research talent in South Africa and invite qualified masters and doctoral students to apply for a 6 to 12-month internship position at the IBM Research lab in South Africa and take up this opportunity to work at a world-class research lab on some of the grand challenges and pressing problems that we are facing today. Candidates will gain insights into real industry challenges and obtain hands-on experience that should be valuable to their university and faculty. Candidates will bring back knowledge of IBM’s advanced technologies and contacts throughout IBM Research.

The ideal candidates should have an applied knowledge in some of the following fields: data science, cloud computing, artificial intelligence, Internet of things, computer vision, software engineering, applied physics and statistics. Successful candidates will develop and deploy proof of concept technologies and algorithms for the projects they are assigned to. The candidate will be expected to demonstrate the ability to define research questions, formulate hypothesis, and develop and demonstrate innovative solutions using cutting edge technologies. Furthermore, the candidate will be expected to collaborate extensively with internal and external teams.

Research projects will mostly be characterized by data driven innovation and machine learning, example research projects include: unsupervised machine learning on the cloud, traffic optimization, TB contact tracing, pulsar detection, genomics, computational biology, natural language processing applications in medicine, image analysis, air quality management, and stream processing analytics for the Square Kilometer Array radio astronomy project. Many of the research projects will be geared towards having transformational impact in South Africa and across the African continent.

The internship is open to any recognized MSc, MEng or PhD candidate working in the following areas at the time of application: Computational Biology; Computer Science; Data Science; Electrical, Electronic or Computer Engineering; Genomics; Industrial Engineering; Physics; Service Science; Statistics.

Required Technical and Professional Expertise

Be a South African Citizen.Member of designated groups as defined in the Employment Equity Act.Registered at a recognised university in one of the aforementioned fields of study.Considerable programming experience in prominent languages such as C++, Python, Java, JavaScript, MATLAB, and R.Demonstrable academic research proficiency based on the scientific method.Working knowledge of popular and current machine learning methods and implementation techniques.Experience in application programming notably for mobile and web-based applications, development of web APIs, and user experience design for a variety of platforms.The candidate should be comfortable applying their knowledge and expertise in different domains and partnering with domain experts.
Experience with deep learning, signal and image processing, and computational mathematics will be advantageous.

Preferred Technical and Professional Expertise
N/A

About Business Unit
IBM has a global presence, operating in more than 175 countries with a broad-based geographic distribution of revenue. The company’s Global Markets organization is a strategic sales business unit that manages IBM’s global footprint, working closely with dedicated country-based operating units to serve clients locally. These country teams have client relationship managers who lead integrated teams of consultants, solution specialists and delivery professionals to enable clients’ growth and innovation. By complementing local expertise with global experience and digital capabilities, IBM builds deep and broad-based client relationships. This local management focus fosters speed in supporting clients, addressing new markets and making investments in emerging opportunities. Additionally, the Global Markets organization serves clients with expertise in their industry as well as through the products and services that IBM and partners supply. IBM is also expanding its reach to new and existing clients through digital marketplaces.

Your Life @ IBM
Are you craving to learn more? Prepared to solve some of the world's most unique challenges? And ready to shape the future for millions of people? If so, then it's time to join us, express your individuality, unleash your curiosity and discover new possibilities.

Every IBMer, and potential ones like yourself, has a voice, carves their own path, and uses their expertise to help co-create and add to our story. Together, we have the power to make meaningful change – to alter the fabric of our clients, of society and IBM itself, to create a truly positive impact and make the world work better for everyone.

It's time to define your career.

About IBM
IBM’s greatest invention is the IBMer. We believe that through the application of intelligence, reason and science, we can improve business, society and the human condition, bringing the power of an open hybrid cloud and AI strategy to life for our clients and partners around the world.

Restlessly reinventing since 1911, we are not only one of the largest corporate organizations in the world, we’re also one of the biggest technology and consulting employers, with many of the Fortune 50 companies relying on the IBM Cloud to run their business.


At IBM, we pride ourselves on being an early adopter of artificial intelligence, quantum computing and blockchain. Now it’s time for you to join us on our journey to being a responsible technology innovator and a force for good in the world.

Location Statement
IBM wants you to bring your whole self to work and for you this might mean the ability to work flexibly. If you are interested in a flexible working pattern, please talk to our recruitment team to find out if this is possible in the current working environment.

Being You @ IBM
IBM is committed to creating a diverse environment and is proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, pregnancy, disability, age, veteran status, or other characteristics. IBM is also committed to compliance with all fair employment practices regarding citizenship and immigration status."
Data Scientist (Experienced),"Well known company based in Rivonia is looking for a Data Scientist.

The ideal candidate will have a min of 3 years experience as a Data Scientist. Having to deal with credit bureau is to collect accurate, up-to-date, relevant, complete, valid data that is not duplicated.

Degree BSc (Maths or STATS) a must!!!

R experience is required

The client is looking for someone that can work independently and without supervision.

Send your Cv and Transcripts to marinda@prrrecruitment.co.za"
"Business Development Manager, South Africa","Overview:

Element has an opportunity for a Business Development Manager, based in Cape Town, who will be responsible for sourcing new business in South Africa and Africa. In this role you will be responsible for pursuing sales opportunities for our environmental chemistry laboratory in Cape Town to meet assigned targets. You will support strategic or key accounts within your specified territory with any activities needed at local sites.
Element Cape Town is part of Element Deeside UK which is the largest analytical chemistry laboratory within the Element Group and the market leading UK laboratory undertaking the testing of soils, waters, wastes, oils, NAPLs, ambient air, soil vapours and gases from all over the world. The laboratory undertakes high volume routine analysis as well as offering bespoke method development, technical support and hydrocarbon forensic interpretations to enhance the support we can deliver. The laboratory has an international reputation for service excellence and supports clients that require a higher level of technical expertise, reliability in data quality and seamless project management from sample collection to timely delivery of data in the format of choice.
Responsibilities:
Establish and proactively maintain a strong professional relationship with key decision makers and influencers within assigned accounts
Drive profitable sales expansion with a focus on acquiring new and re-engaging with dormant accounts, while growing existing clients
Gather and analyse market and industry intelligence, metrics, and trends to determine customer needs
Deliver business development related presentations, negotiate, and close business with nominated accounts, working in coordination with location business development resources
Provide positive leadership and representation of Element to the public, clients, vendors, and to all employees through membership in professional organizations, serving on company project teams, conducting employee meetings and visiting work areas and interacting with employees. Represent company at industry association meetings to promote company and services offered
Prepare reports and presentations showing sales volume by sector, region, location, potential sales, and areas of proposed client base expansion
Follow up in a timely manner on quotations for the assigned customer base
Achieve sales goals by converting, retaining and penetrating accountsActively utilize CRM to record sales activities, ensuring contact details are accurate, new information is added and accurate call / visit logs are entered
Skills / Qualifications:
Significant technical experience with sales responsibilities
BSc in Scientific discipline preferably chemistry but other scientific qualifications will be considered
Previous experience working in either Laboratory Testing, Environmental Consultancy, Contaminated Land or Petroleum Industries highly advantageous
Proficiency in Microsoft Applications (Word, Excel etc)
Availability, flexibility, and maturity to represent the company at a broad range of events / projects in the community, with customers and within the company
Well-developed oral and written communication skills to meet a variety of communication needs
Good interpersonal skills that foster open upward and downward communication
Ability to interface with clients, win new work and determine their requirements; helps develops proposals including cost estimates, work plan and terms and conditions
Ability to travel up to 75% of the time including some overnight stays
#LI-JD2
Company Overview:

Element is one of the fastest growing testing, inspection and certification businesses in the world. Globally we have more than 6,500 brilliant minds operating from 200 sites across 30 countries. Together we share an ambitious purpose to ‘Make tomorrow safer than today’.
When failure in use is not an option, we help customers make certain that their products, materials, processes and services are safe, compliant and fit for purpose. From early R&D, through complex regulatory approvals and into production, our global laboratory network of scientists, engineers, and technologists support customers to achieve assurance over product quality, sustainable outcomes, and market access.
While we are proud of our global reach, working at Element feels like being part of a smaller company. We empower you to take charge of your career, and reward excellence and integrity with growth and development.
Industries across the world depend on our care, attention to detail and the absolute accuracy of our work. The role we have to play in creating a safer world is much bigger than our organization.
Diversity Statement:

At Element, we always take pride in putting our people first. We are an equal opportunity employer that recognizes diversity and inclusion as fundamental to our Vision of becoming “the world’s most trusted testing partner”.
All suitably qualified candidates will receive consideration for employment on the basis of objective work related criteria and without regard for the following: race, colour, age, religion, gender, national origin, disability, and/or protected veteran status, or other characteristics in accordance with the applicable governing laws.
TIC Council Statement:

Element is proud to be a full member of the Testing, Inspection & Certification Council (the “TIC Council”), an international association representing independent testing, inspection and certification companies.
Members of the TIC Council must implement and abide by the TIC Council Compliance Code. Element has therefore issued an overarching Code of Conduct which is supported by our Compliance Programme. A copy of the Code of Conduct and more information about our Compliance Programme can be found in the Governance and Integrity section of www.element.com."
Data Scientist - Industrial (6 month contract renewable) (Re...,"Our client, an international software and services organisation, is looking for a Data Scientist - industrial operationsPerform requirements analysis of assigned projects to ensure correct mapping of requirements to solution designPerform data science solution development including:Performing exploratory data analysis,Performing statistical data modeling,Building descriptive/predictive/prescriptive models,Performing experimentation with testing & validation,Performing model optimizationDeliver high quality solutions to meet project requirements using state-of-the-art DA/DS/ML/AI techniquesImplement solution using agile sprintsCollaborate with business and technical stakeholders to deliver projectsImplement appropriate visualization artefacts to demonstrate solution performance for project stakeholdersCommunicate project outcomes with project stakeholders through presentations & reportsSkills & Experience: Knowledge about industrial or machine analytics is required. Must have domain experience in some industrial sectors such as – Oil & Gas, Energy, Utilities, Automotive etc.Hands-on experience in at least some of the following processes or related areas in the context of analytics and associated challenges is required:Predictive maintenanceRisk analysisCondition monitoringReliability and failure modelingProcess modelingAny experience in the area of discovery and analytics involving any of the following would be an advantage:Image, Video analysisSpectral data analysis (hyper spectral image analysis etc.)Signal data processing (Infrared, imagery etc.)Hands on experience in ML/AI/analytics implementationIndustry Analytics/ML/AI project delivery experience using Agile methodsExperience in building production DS solutions including API deployment using CloudWorking directly with business stakeholders, data engineers, solutions architects and product managers in creating robust solutions.Current knowledge about ML algorithms, libraries and frameworks (should be demonstrable via coding test in Python etc. languages)Effective verbal and written communicationEducation & Qualifications: PhD or Masters in Computer Science and/or an industrial discipline.Demonstrated continuous learning in ML / Data Science through formal training/certificationML Ops/ AI Ops related formal qualification and/or equivalent experience is a plus.Job Type: Contract"
Digital Strategy Project Leader,"Who We Are
Boston Consulting Group partners with leaders in business and society to tackle their most important challenges and capture their greatest opportunities. BCG was the pioneer in business strategy when it was founded in 1963. Today, we work closely with clients to embrace a transformational approach aimed at benefiting all stakeholders—empowering organizations to grow, build sustainable competitive advantage, and drive positive societal impact.
Our diverse, global teams bring deep industry and functional expertise and a range of perspectives that question the status quo and spark change. BCG delivers solutions through leading-edge management consulting, technology and design, and corporate and digital ventures. We work in a uniquely collaborative model across the firm and throughout all levels of the client organization, fueled by the goal of helping our clients thrive and enabling them to make the world a better place.

Digital BCG
BCG has a long history of driving growth by embracing innovation and new ways of thinking. Through DigitalBCG, we bring together a diverse mix of consultants and digital specialists to ensure that we are supporting our clients throughout their digital transformation journeys. We work with our clients to fully understand the impact of digital on their business and set priorities that will transform their vision into value. Whether it be developing new technologies to support their core business, making better use of their data, or pursuing entirely new sources of revenue, our aim is to achieve radical improvements in productivity, flexibility, and speed. We are innovating how our clients are using artificial intelligence, robotic process automation, internet of things, personalization, blockchain technologies, and more to gain competitive advantage.
DigitalBCG encompasses a broad set of data, digital, and technology capabilities from BCG consulting teams and practices, along with our business units such as BCG Digital Ventures, BCG Platinion, and BCG GAMMA.
Practice Area Profile
BCG's Technology Advantage (TA) practice focuses on helping clients deliver competitive advantage and business superior performance through the use of data, technology and digital. TA is the fastest growing practice at BCG and at the heart of the strategic impact we have with our clients. Our consultants and experts globally work across all industries and provide deep experience and expertise across a number of topics including: * Digital Transformation * Data & Digital Platforms * Software & Agile * Digitizing the Tech Function

What You'll Do
Our world is being driven by digital and at BCG we are at the heart of it. In DigitalBCG, you would use your expertise and generalist consulting skillset to help CEOs and their teams solve their most pressing challenges, and think about how digital and technology will change the shape of their business.
You would help your clients answer questions such as “How will AI disrupt my business model?”, “How can businesses use data and analytics to create highly-personalized outreach delivered through a seamless omnichannel experience?”, “How can I ship higher quality digital services to my customers faster by using agile?” and much more.
As a member of our team, you would work on a variety of these topics, applying your consulting skills to strategic digital, technology, and digital transformation questions.
As a DigitalBCG Project Leader, you will direct diverse teams of consulting talent. Your role will be to help those teams flourish through thought leadership, team mentoring and business development, and clients will seek your advice on business issues that extend beyond the immediate scope of your project work.
What You'll Bring (Experience & Qualifications)
 7+ years of experience working within a leading consulting firm (focused on technology/digital initiatives) or have held a leadership role in industry, combined with 5 + years consulting experience.
 Relevant experience related to digital/IT strategy projects, commercial growth initiatives, cost optimization efforts, and digital/IT transformations. Experience around Digital and Data Platforms with experience of the modernisation of legacy systems. You must be able to hold your own when collaborating with architecture teams. Strong experience of working with clients in the financial services sector. Exposure of working with clients in the Industrial Goods or TMT sectors is also highly attractive.
 Experience in leading teams and managing projects Excellent communication and presentation skills, ability to synthesize the team’s work into recommendations presented to clients, and deliver oral and written reports to the client management, in addition to a strong presence, team spirit and leadership skills. Strong analytical skills, high capabilities of conceptual thinking and the ability to develop leading edge business models, frameworks for analysis, and long-term business strategies that maximize shareholder value Proven ability to manage client engagements at CIO level, client relationships, and provide “thought leadership” to teams, owning the responsibility for the quality of engagements Solid track record of building strong client relationships with large organizations, as well as identifying opportunities to deepen relationships and grow the business Flexibility, ability to work under pressure and willingness to travel when needed. Outstanding academic track record from a leading university
You will work with senior leaders from both BCG and clients to transform our clients’ organizations. You will typically lead a team of BCG Associates and Consultants as well as and often digital specialists, such as engineers, designers and data scientists, to deliver game changing outcomes for our clients.
We offer multiple career paths for the world’s best talent to have a real impact on business and society. As part of our team, you will benefit from the breadth and diversity of what we are doing today and where we are headed next. We count on your authenticity, exceptional work, and strong integrity. In return, we are committed to supporting you in discovering the most fulfilling career journey possible—and unlocking your potential to advance the world.
YOU’LL BE BASED IN:
Johannesburg
YOU’LL BE TRAVELING:
Travel is anticipated, and will vary based on specific project locations."
Data engineer,"BBD is looking for a data engineer with a strong data-based skillset comfortable with understanding business requirements and mentoring and assisting others in the team
The company
BBD is an international software firm that solves real-world problems with innovative solutions and modern technology stacks. Our experience spans the education, financial services, gaming, insurance, telecoms and public sectors. We maintain our track record by using our vast business domain knowledge and world-class skills to successfully deliver digital solutions into client organisations.
Our relaxed yet professional work environment extends to our flat management structure. Being a part of BBD means working on dynamic project teams, while pursuing your own career growth through our Continuous Learning Programme.
The role
BBD is looking for a data engineer with a strong data-based skillset who is comfortable across both the IT systems understanding business requirements and mentoring and assisting others in the team.
Candidates must have intermediate to senior level experience in:
Building data pipelines using ETL tools like SSIS, Informatica, Talend, Abinitio, AWS Glue and Azure Data Factory
Building data warehouses and data lakes
Cloud (AWS / Azure) would be beneficial
Responsibilities include:
Building data pipelines
Building data warehouses
Analysing and organize raw data
Conducting complex data analysis and reporting on results
Preparing data for prescriptive and predictive modelling
Combining raw information from different sources
Exploring ways to enhance data quality and reliability
Collaborating with data scientists and architects on several projects
Assisting / mentoring juniors"
Data Scientist/ Analyst (Intermediate and Senior),"R35 000 – R65 000

Durban


Top Software house specialising in IT services and solutions is looking for a Senior and intermediate Data Analyst/ Scientist to assist in the development of new AI products, monitoring of existing products and supporting client queries.


This role requires a proactive personality, extremely analytical mind-set, attention to detail, and excellent time management and communication skills. Generate outputs to give analytical and quantitative insights to business in order to make improved operational, tactical and strategic decisions.


Responsibilities:

Machine learning experience not negotiable
Develop and drive innovations within the AI/ML space
Translate Business Strategies into actionable goals and execute relevant BI projects / BI initiatives aligned to strategic objectives with specific performance measures and control systems to track progress.
Extract data from various sources and convert it into meaningful information that can enhance the effectiveness of business decisions.
Manage existing reports/dashboards through ongoing production of BI outputs to ensure consistent information supply in the required format/frequency and by adding additional insight into information produced for clients to ensure a value-added service to any information request to enhance business efficiencies.
Involvement in new projects, design and develop Business Intelligence solutions in line with business requirements and service ad-hoc requests for information from clients within the required timeframe and specification.
Ability to confidently present findings to senior business stakeholders.
Assist with documentation of BI processes.


Education/ Skills:

Relevant IT Degree in Mathematics & Statistics/ Computer Science etc.
Strong background in statistics and machine learning
Ability to handle, interpret and analyze data efficiently
Data manipulation within popular applications (SQL, R, Python)
Ability to work in a high-pressure environment with a quick turnaround time to meet client expectations.
Good communication/ presentation skills being client facing


REF. KJ0619"
Senior Decision Scientist,"Gauteng
,
JHB - Northern Suburbs
Market
Related
(Market related)
An industry leading, digitally forward Banking client has an opportunity available for a driven Senior Decision Scientist.
Purpose Statement:
To manage and lead junior decision scientists within the Credit Decision Science function to perform analysis and develop analytical models to translate active business data into usable strategic information to inform the business on any critical and measurable credit and risk indicators.

To ensure the objectives, plans, processes and standards within the Credit Decision Science function align with those of Credit Management and the Bank as a whole.

Key Tasks and Accountabilities:
Provide expert input in respect of Granting Model, Account Management, Collections and Recoveries in order to underpin effective and strategic credit decision management
Continuously evaluate and develop analytical models, metrics, matrices and tools for Granting Model, Account Management, Collections and Recoveries using the most appropriate tools and techniques.
Ensure appropriate governance is applied to the development, sign-off and monitoring of all analytical models, metrics, matrices and tools of the Credit Decision Science function.
Provide subject matter expertise to support credit and risk decisions within the bank.
Provide requirements for any analytical toolkits required by the Credit Decision Science function to perform their duties and grow their skills in line with best-in-class developments.
Use knowledge and expertise to identify growth, optimisation and improvement opportunities; including participation in bank committee meetings.
Ensure Credit Decision Science’s business objectives and plan are aligned to and support Credit Management and the Bank’s business strategy.
Manage the Credit Decision Science budget ensuring alignment with and adherence to Credit Management departmental budget.
Provide statistical modelling to assist in budgeting, forecasting and dynamic target setting.
Reconcile and quantify deviations from budget, forecast and targets and facilitate rolling of targets.
Use available tools to build predictive models applicable to and understandable by business and explainable to regulators; understand and incorporate operational impact on credit performance into reconciliation of credit performance to expected return on equity.
Support the quantification of expected benefit of deliverables/ new product initiatives vs cost of implementation as well as actual vs expected results after implementation.
Apply standard analytics (i.e. trend graphing) to understand the data and use it to transform into projections and knowledge.
Relationship and stakeholder management to facilitate, drive and deliver effective credit decision science
Contract SLAs with internal and external clients and manage expectations and deliverables.
Act as the interface between Credit Decision Science function and other credit functions as well as across the enterprise where required.
Per business problem, build alliances and relationships to ensure cooperation and collaboration.
Determine and communicate the impact of changes within the Credit Decision Science function to relevant parties across the organisation.
Create business awareness of new developments and their application within the Bank’s business model.
Operational management of the Credit Decision Science function
Assist with the development and implementation of operating plans and processes for the Credit Decision Science function in line with credit risk management strategies, policies and procedures.
Responsible for driving functional best practice and a clear analytical methodology;
Undertake continued professional development to maintain and build own expertise in statistical analysis / data science.
Conduct research to ensure up to date knowledge of best practice in respect of credit management, statistical analysis and data science.
Ensure the best practice is inculcated within the function and continuously applied.
Oversee and innovate the building of new concepts into best practice framework.

Ensure alignment of all analytical models to the credit risk strategy by tracking and monitoring analysis work in the different focus areas of Granting Model, Account Management, Collections and Recoveries, recommending changes where necessary.
Assist the Credit Decision Science team to ensure operational effectiveness and adherence to best practice and Agile methodology ;
Accurate scoping and identification of the business requirement
Application of statistical analysis / data science process to analyse, design, validate and propose solutions to the business problem, ensuring applicability to the Bank
Provide feedback on the outputs and solutions created
Provide support and guidance to end users of the output of Credit Decision Science in a manner which is understandable by them
Responsible for governance and quality management of the work in the Credit Decision Science function where applicable.

Knowledge, Competencies, Skills And Experience
Honours degree with a major in data Science / Mathematics / Statistics / Informatics / Analytics / Risk Management (i.e. B.Comm (Statistics), B. Informatics)
Masters Degree in Mathematics or Statistics
5 years credit risk analytics environment experience and
2 years management experience including;
Leadership / management of people
Extraction and aggregation of data from large relational databases
Data mining and predictive modelling
Ideal experience
5 years business banking experience
Relationship and stakeholder management
Should you not receive a response from us within one week of your application, your application has unfortunately not been successful.

You can visit our website for more vacancies: www.wePlace.co.za / Facebook page @wePlace / LinkedIn www.linkedin.com/company/wePlace/
For more information please contact:
Amanda Schmahl"
Risk Advisory – Data Analytics – AWS Data Engineer – Senior...,"Company Description
Deloitte is a leading global provider of audit and assurance, consulting, financial advisory, risk advisory, tax and related services. Our global network of member firms and related entities in more than 150 countries and territories (collectively, the “Deloitte organization”) serves four out of five Fortune Global 500® companies. Learn how Deloitte’s approximately 312,000 people make an impact that matters at www.deloitte.com.
About the Division
The value that Deloitte Risk Advisory Africa creates for organisations is synonymous with operational excellence. Deloitte Analytics is the practice of using data to drive business strategy and performance. It includes a range of approaches and solutions, from looking backward to evaluate what happened in the past to looking forward to conduct scenario planning and predictive modelling.

Deloitte Analytics spans all of the Deloitte functional businesses to address a continuum of opportunities in Information Management, Performance Optimisation and Analytic Insights. By understanding decision-makers’ roles to maximise analytics value, Deloitte turns everyday information into useful and actionable insights.
We assist our clients in solving a wide variety of data related problems and define strategies for them to better manage, interpret and monetize their data assets. We are the leaders in analytics both globally and in South Africa and work across all the big companies, with a large focus on financial services and a strong footprint into the rest of Africa.
Click here to read more about our Risk Advisory practice.

Job Description
Main Purpose of Job
As an AWS data engineer in our Data Analytics practice, we are looking for people who are passionate about data and technology solutions, are driven to learn about them and keep up with market evolution. You will play an active role throughout the entire engagement cycle, specializing in modern data solutions including data ingestion/data pipeline frameworks, data warehouse & data lake architectures, cognitive computing and cloud services. You will bring your enthusiasm about all things data, have strong problem-solving and analytical skills, are tech savvy and have a solid understanding of software development.
Specifically, in this role, you will:
As part of a team implement end-to-end modern data platforms in support of analytics and AI use cases
Collaborate with enterprise architects, data architects, other ETL developers & engineers, data scientists and information designers to lead identification and definition of required data structures, formats, pipelines, metadata, and workload orchestration capabilities
Address aspects such as data privacy & security, data ingestion & processing, data storage & compute, analytical & operational consumption, data modelling, data virtualization, self-service data preparation & analytics, AI enablement, and API integrations
Estimate effort and mentor junior colleagues
Participate in technical meetings with client staff, and advise client with technical option analyses based on leading practices
Working as a data engineer on AWS but also on other technologies.
Specialized Competencies:
Supports Data Analytics team in the implementation of client delivery on specific engagements and applies deep knowledge of technology to drive continuous improvement.
Behavioural Competencies:Good communication skills, both written and verbalInterpersonal and relationship building skillsDesire to develop selfClient delivery focusAdaptableFocus on qualityProblem solving abilityAnalytical

Qualifications
Qualifications & Experience required
Bachelor’s Degree (or higher) in quantitative areas such as Computer Science, Information Management, Big Data & Analytics, or related field is desired.
One or more of the following AWS certifications is required:
AWS Solutions Architect – Associate/Professional
AWS Data Analytics
AWS Machine Learning
AWS Developer
3+ years’ experience in implementation of creative data solutions leveraging the latest in Big Data frameworks, supporting on-premise or AWS cloud to enable use cases in analytics and AI
3+ years’ experience with extraction, transformation and loading of data from a wide variety of traditional and non-traditional sources such as structured, unstructured, and semi-structured using SQL, NoSQL and data pipelines for real-time, streaming, batch and on-demand workloads
3+ years’ experience with data warehousing or data lakes.
Ability to simplify complex technical concepts into easy-to-understand non-technical language in order to facilitate, communicate and interact with executives and business stakeholders, working with Agile development methods in data-oriented projects
Additional Information
Please note that this job advertisement provides a summary of the capabilities required and all candidates shortlisted will receive a full list of capabilities."
